,train,val,test
61,55bba0a1,D2D6FCC6,5CA0FD93
62,b74b690e,D2CA0ADE,97F9F149
63,ac231cfd,6EEF0E01,4B44EEAA
64,e3affffd,04ef7cdf,CB5F5330
65,3d2b326c,8A9B8934,AEA9169D
66,a5c24186,3467ceec,c1d047b5
67,cb017dff,BC6BD21E,3F0C49CF
68,1dc1c4fb,F135B458,66478CFF
69,9834000b,6A8FAEC2,40D84E7D
70,1f8b54d9,EAA75270,AFF4F6F0
71,e27fcaa7,8E4372BE,41A4F992
72,26d14577,938976FB,65455f33
73,f33af846,9A220956,39db8eab
74,6a40609b,48597193,e8ee8dc0
75,caac2fb6,29FBDF7D,656594d9
76,be4a0246,37B2C4DC,8D507E76
77,1e6bb223,F7F3F097,86663FDB
78,da54fc65,45CEAD98,5E8224FF
79,9d3bec1f,a27d276d,BAF3885F
80,68cf009b,b2419f7a,3850CC14
81,95cac7ed,797DFE79,994052CD
82,fbadb1d7,72DCB378,97A0C6F7
83,29f86b4c,B9EE44DF,E67CB496
84,095921d7,293A2F6A,1FD4BD73
85,c77b7558,AE832D8E,94C9B5F6
86,262f0e99,9CA926F1,2FE4B0F6
87,5ada8b8e,BC6D7CCB,F86A4811
88,e2f7b4ce,a37c0e14,B7D8DCCE
89,ddae244f,81177E0C,c08ae7f5
90,48d043e8,2AA52DDF,3F8E704D
91,fc671377,1C2E563A,ffa7e13e
92,b9fadea0,D81A8109,450a6858
93,d66c8a3b,,36EC2D9D
94,2738922d,,049801b6
95,dc9f48a4,,E111130F
96,1b685a91,,d3da6f16
97,4b46b786,,128997AA
98,565F5F92,,89C0449A
99,828E1165,,3ADEDD93
100,DD6F1D27,,C2A22DB8
101,78EC26B2,,9E4D3873
102,F5625E6F,,CC608F45
103,887252E8,,
104,C21B27E4,,
105,50F38125,,
106,130EA9F0,,
107,cb882331,,
108,efecabc0,,
109,789de56b,,
110,1e9a856a,,
111,beeee877,,
112,87ac4060,,
113,f897b21b,,
114,18b6d6e7,,
115,1a56e8e5,,
116,fc6a514f,,
117,a29630d2,,
118,861325d7,,
119,e1440c30,,
120,974f47b6,,
121,615c638d,,
122,c807152d,,
123,0a49c368,,
124,a53a55ed,,
125,d7e04665,,
126,6f3d1ec1,,
127,eeb51a80,,
128,486396b5,,
129,f56632b8,,
130,c13d841b,,
131,2451bdbc,,
132,35a3f505,,
133,d974c34b,,
134,5bb96821,,
135,1da979ff,,
136,5b7d8f64,,
137,8bac7e59,,
138,be26bdc8,,
139,29d32315,,
140,ede57976,,
141,5f6fa5de,,
142,bf24e85e,,
143,69e0e4d9,,
144,c3874ffc,,
145,8ea2278c,,
146,954b3034,,
147,dd230cfa,,
148,6cc0b334,,
149,92c7c348,,
150,b5b74b2d,,
151,4ce81ca5,,
152,794eb92f,,
153,02168abf,,
154,9a23a831,,
155,c454abac,,
156,c08eeafe,,
157,e7b639f3,,
158,8fdfe3f1,,
159,c4bb0354,,
160,4276ecc3,,
161,0c13b082,,
162,a33f52a7,,
163,d780158b,,
164,22597d5c,,
165,18c475a1,,
166,1d063483,,
167,7552759a,,
168,d3846058,,
169,979ac1bc,,
170,b3511f16,,
171,1e328b6f,,
172,866ea89f,,
173,90c14c89,,
174,ef46368c,,
175,4e1e4ab7,,
176,c36faa05,,
177,67cc16d6,,
178,7f3da3a1,,
179,4c3b083b,,
180,54659e9f,,
181,95E8398F,,
182,0963305A,,
183,A964B9A3,,
184,614D8D7D,,
185,0EB17121,,
186,CE682056,,
187,33EAAB31,,
188,4B82DB9B,,
189,E7A9735A,,
190,7B74D046,,
191,14E6C96C,,
192,66F5343A,,
193,3C25F016,,
194,A584930A,,
195,5E9F7E8F,,
196,056F80C3,,
197,9076806D,,
198,C4089710,,
199,7C8DAACB,,
200,D37DAF6F,,
201,75AA0FB8,,
202,F720CF55,,
203,5A7985BA,,
204,6DB22AEA,,
205,D9E4CA77,,
206,12558019,,
207,28805E39,,
208,47D39794,,
209,9C306902,,
210,FC5811FB,,
211,103EF882,,
212,ADD3D7FE,,
213,590b650c,,
214,2f8b4ccb,,
215,49d7d740,,
216,7e206961,,
217,b7ed6f65,,
218,80afb4f3,,
219,25615528,,
220,e2dfdd69,,
221,30906c32,,
222,0075f8d7,,
223,182dfca9,,
224,912c5a3d,,
225,2f753bb4,,
226,97991078,,
227,3b4b3a5f,,
228,da190cd4,,
229,b40b5355,,
230,9f97b4b6,,
231,c2a2e876,,
232,46854f1c,,
233,5ec99523,,
234,6c63360c,,
235,b037f17b,,
236,9eb12eba,,
237,87afea97,,
238,e8ebf283,,
239,f3ea98d5,,
240,0915cb6f,,
241,05212dc9,,
242,46d61a35,,
243,98cb6ac9,,
244,3d9c2588,,
245,55205080,,
246,54e2bdc1,,
247,e906e855,,
248,09207440,,
249,f2aac4d2,,
250,488e6d8d,,
251,2fed8120,,
252,f27af4bd,,
253,69bb79f8,,
254,9b3a2c5c,,
255,eac31fe2,,
256,4f173713,,
257,badbc354,,
258,d9298d58,,
259,b52a09b0,,
260,52baec4e,,
261,0dc0a4bf,,
262,1e36aacb,,
263,564e51a3,,
264,2c11c70b,,
265,66c716c2,,
266,c87c39f4,,
267,db0ceba9,,
268,f07e128b,,
269,d847a765,,
270,ea9b8cee,,
271,3e7c6f3c,,
272,bf87760d,,
273,12a9fb4e,,
274,3e999548,,
275,7e349a4e,,
276,6d846ab5,,
277,d0314896,,
278,7300af72,,
279,ae43bef7,,
280,2f2d1b0c,,
281,d6f8427f,,
282,e954ae94,,
283,9c4f716d,,
284,4d59b151,,
285,accba421,,
286,cc8df798,,
287,7c434449,,
288,f84b4982,,
289,b682d92b,,
290,e965a765,,
291,d4aa0ed3,,
292,638c8e8b,,
293,cfffe175,,
294,1bc4a76e,,
295,4942ebf2,,
296,a907179e,,
297,910fae7d,,
298,85bc950b,,
299,857a5a60,,
300,d1a9878e,,
301,d7e64bbb,,
302,E4AA3C18,,
303,E38DB70A,,
304,dc8a5519,,
305,52404227,,
306,c82ae31e,,
307,f62e1d32,,
308,65910977,,
309,87f21980,,
310,56cfd26c,,
311,01d72f6a,,
312,d99a7299,,
313,330bdb6c,,
314,0fe86143,,
315,f3009cdc,,
316,497ddcb5,,
317,6c9000ef,,
318,30a61e5b,,
319,3c39f9b9,,
320,3a375f5f,,
321,830e3f78,,
322,bc0857e2,,
323,bfba9373,,
324,c3febc9e,,
325,85fe33f4,,
326,eb0da21c,,
327,e5aeff79,,
328,fdcc3157,,
329,e6265e77,,
330,af2fc9c2,,
331,47C5A937,,
332,0285FDDF,,
333,DB2F9FFE,,
334,4D45F809,,
335,C73F6879,,
336,95A5FA25,,
337,57A47A81,,
338,592BC1BB,,
339,F827AA8C,,
340,AA58FA3E,,
341,E145D87F,,
342,376DD52D,,
343,A90EB3F7,,
344,26F9BF86,,
345,EE5F8790,,
346,4EC063E2,,
347,1D2AB7D2,,
348,FA31AC9B,,
349,8B2A5B0B,,
350,CA71B178,,
351,8192F868,,
352,BAEA4392,,
353,D4136A31,,
354,4AE64138,,
355,EC2C42B5,,
356,99219621,,
357,0CCCF11D,,
358,573F2559,,
359,1106521B,,
360,F99904A8,,
361,46835CE2,,
362,A97D876A,,
363,5419F74B,,
364,13E1C61C,,
365,6DE4C2C4,,
366,F405475A,,
367,07B19B85,,
368,ABF28359,,
369,E6434A29,,
370,49B2A361,,
371,3AEF89FD,,
372,25A52BAA,,
373,EAA44029,,
374,B62772BA,,
375,F1E38D60,,
376,0A459BE8,,
377,C7BF0356,,
378,66FF9A6E,,
379,B1F73FC7,,
380,F3F992D2,,
381,cb28f651,,
382,76bba2e9,,
383,0783e269,,
384,91e4a568,,
385,c3079ce3,,
386,96946ff8,,
387,9c2239e4,,
388,d890e850,,
389,2b95ca13,,
390,200621df,,
391,8dfe43ac,,
392,290a8bb2,,
393,3060d47f,,
394,13772b1c,,
395,682ab315,,
396,5eff6d78,,
397,c360e990,,
398,39ab2684,,
399,d94f1dd5,,
400,5311f60f,,
401,7a12ddce,,
402,53c6100e,,
403,77e4e7b3,,
404,006cf530,,
405,89720b5b,,
406,8e19c5b6,,
407,f3a4da33,,
408,d68bdc5e,,
409,8fa5886a,,
410,3747c586,,
411,dfbe9f70,,
412,17c821de,,
413,273810f2,,
414,d5180ed3,,
415,ec889984,,
416,a19f9720,,
417,82831b80,,
418,787c4448,,
419,3d473ea1,,
420,73bc7fb6,,
421,a5197a8b,,
422,33a679b4,,
423,14b4beda,,
424,e93c2e87,,
425,dfc7df2a,,
426,f7bc255d,,
427,1E46B522,,
428,91ba65ea,,
429,6F3C101D,,
430,cce3e96e,,
431,f69967b8,,
432,a04eb9f5,,
433,9d079751,,
434,2ba28bc2,,
435,c958bf2d,,
436,47f27533,,
437,e5038a3e,,
438,bb749d31,,
439,A8A28E5B,,
440,94DDB53B,,
441,08AE47C1,,
442,A532D9CE,,
443,AE67F0A7,,
444,939166CE,,
445,856b7fe5,,
446,B29C89E1,,
447,D53E267B,,
448,19a1ff6e,,
449,aa4e2dd8,,
450,2ac5ab19,,
451,1F484841,,
452,CC45F225,,
453,A9F5A541,,
454,62A765FE,,
455,FB9D31D4,,
456,B59C24F4,,
457,BC50439D,,
458,637AFB7A,,
459,D521C865,,
460,E536E7F6,,
461,94202120,,
462,B12AEE27,,
463,D00486C1,,
464,6E395B5D,,
465,E8D91A02,,
466,0DB33EE7,,
467,B049A5A8,,
468,DFEAF807,,
469,005D0B63,,
470,2A001EAC,,
471,AC68E09D,,
472,14253FE3,,
473,FE12791C,,
474,C23332C9,,
475,773B7CD9,,
476,422B7AF0,,
477,364D4762,,
478,7B0AC43C,,
479,93128005,,
480,AF15A60D,,
481,ACCD40B6,,
482,1EDE26CC,,
483,4957D156,,
484,71EDB6C0,,
485,21DE2F39,,
486,A7EA95E0,,
487,74ABE42F,,
488,EFEFC4C4,,
489,6D7F0FFA,,
490,69FC80A0,,
491,E2D22525,,
492,913399D7,,
493,66131B27,,
494,88047FCF,,
495,4AF63260,,
496,3F74793F,,
497,91B936FA,,
498,9DAC8A20,,
499,810C9823,,
500,84E38F4E,,
501,2461740D,,
502,4F669BCD,,
503,5C5DEAAC,,
504,0B219162,,
505,5547F30C,,
506,00A9C64C,,
507,8193FBFB,,
508,3B8EE131,,
509,18A8340C,,
510,E323CECA,,
511,FA87A9BF,,
512,B7C13C84,,
513,96E31A69,,
514,0B4C4C57,,
515,7E7ED612,,
516,D8BA1689,,
517,1B0131DE,,
518,E703D8D9,,
519,D7C7E174,,
520,A3C414EF,,
521,567A7D93,,
522,64A4FFA5,,
523,02A748A8,,
524,093B9AC2,,
525,8D9E6599,,
526,3EB1265B,,
527,E4E81CA8,,
528,5EE5DC2E,,
529,806D1CFE,,
530,12419A50,,
531,EE259178,,
532,5A3E52F6,,
533,DB5B7519,,
534,45FC82C6,,
535,D51AFCBE,,
536,B8EDB990,,
537,DB759C9A,,
538,66EECFED,,
539,5A8F60DB,,
540,1D3AC235,,
541,68B9AD1D,,
542,1CC1D9FD,,
543,EBF92326,,
544,30EA1B30,,
545,B7010362,,
546,070EF07D,,
547,DCA30E64,,
548,A80225A4,,
549,45011BF1,,
550,AD772BDA,,
551,DA670BF2,,
552,5D3D0A33,,
553,20459843,,
554,07E7992F,,
