,train,val,test
64,07c9ab3f,c08ae7f5,6D7F0FFA
65,0F0EECE2,CC608F45,0B4C4C57
66,B27E1027,D6AA9708,DB5B7519
67,70d1897f,D81A8109,BC3B786A
68,b74b690e,773B7CD9,8e19c5b6
69,ac231cfd,d5180ed3,d68bdc5e
70,e3affffd,3226667C,65455f33
71,3d2b326c,66478CFF,84E38F4E
72,cb017dff,19a1ff6e,3747c586
73,1dc1c4fb,41A4F992,F86A4811
74,9834000b,89C0449A,B7D8DCCE
75,1f8b54d9,3ADEDD93,d890e850
76,e27fcaa7,37B2C4DC,3EB1265B
77,26d14577,2754A8FC,45CEAD98
78,f33af846,12419A50,7295A9F6
79,6a40609b,1F484841,DCC24D30
80,caac2fb6,4AF63260,787c4448
81,be4a0246,D3D3BDE3,0783e269
82,e6cbc6db,C2A22DB8,422B7AF0
83,f3299377,74ABE42F,70CE98C1
84,fd80b9b2,E323CECA,3F8E704D
85,da54fc65,f3a4da33,D53E267B
86,9d3bec1f,94C9B5F6,1E5D118D
87,59a3b421,9c2239e4,AEA9169D
88,cce78224,AFF4F6F0,40D84E7D
89,95cac7ed,a37c0e14,13772b1c
90,5c88395f,91ba65ea,f69967b8
91,29f86b4c,76bba2e9,71EDB6C0
92,095921d7,ec889984,ED8ADE3B
93,c77b7558,,
94,262f0e99,,
95,a6ed5255,,
96,e2f7b4ce,,
97,ddae244f,,
98,48d043e8,,
99,b9fadea0,,
100,9f53f9e2,,
101,2738922d,,
102,dc9f48a4,,
103,4b46b786,,
104,828E1165,,
105,5632396E,,
106,DD6F1D27,,
107,78EC26B2,,
108,C21B27E4,,
109,50F38125,,
110,130EA9F0,,
111,cb882331,,
112,efecabc0,,
113,beeee877,,
114,87ac4060,,
115,f897b21b,,
116,e50fd25d,,
117,18b6d6e7,,
118,1a56e8e5,,
119,fc6a514f,,
120,05400469,,
121,a29630d2,,
122,861325d7,,
123,e1440c30,,
124,b584d650,,
125,974f47b6,,
126,24cc8660,,
127,c807152d,,
128,f30694f7,,
129,077e7051,,
130,0a49c368,,
131,a53a55ed,,
132,d7e04665,,
133,6f3d1ec1,,
134,eeb51a80,,
135,f56632b8,,
136,7b5ab331,,
137,2451bdbc,,
138,5bb96821,,
139,1da979ff,,
140,5b7d8f64,,
141,be26bdc8,,
142,ede57976,,
143,5f6fa5de,,
144,bf24e85e,,
145,6d00ac00,,
146,a998cc6f,,
147,c985d6a4,,
148,c3874ffc,,
149,8872dd8e,,
150,dd230cfa,,
151,6cc0b334,,
152,92c7c348,,
153,b5b74b2d,,
154,4ce81ca5,,
155,02168abf,,
156,9a23a831,,
157,c454abac,,
158,e7b639f3,,
159,8fdfe3f1,,
160,c4bb0354,,
161,941575cb,,
162,ecceeb39,,
163,0c13b082,,
164,a33f52a7,,
165,d780158b,,
166,22597d5c,,
167,1d063483,,
168,7552759a,,
169,d3846058,,
170,979ac1bc,,
171,1e328b6f,,
172,d44fdcf0,,
173,90c14c89,,
174,657d1abf,,
175,ef46368c,,
176,4e1e4ab7,,
177,c36faa05,,
178,7f3da3a1,,
179,4c3b083b,,
180,54659e9f,,
181,2ff53d7a,,
182,95E8398F,,
183,0963305A,,
184,38991588,,
185,A964B9A3,,
186,614D8D7D,,
187,0EB17121,,
188,CE682056,,
189,33EAAB31,,
190,4B82DB9B,,
191,C39D94E4,,
192,E7A9735A,,
193,14E6C96C,,
194,66F5343A,,
195,3C25F016,,
196,A584930A,,
197,4CD542E0,,
198,5E9F7E8F,,
199,7732DE46,,
200,056F80C3,,
201,C4089710,,
202,D37DAF6F,,
203,F720CF55,,
204,5A7985BA,,
205,D6315769,,
206,D9E4CA77,,
207,12558019,,
208,3B9E62AC,,
209,28805E39,,
210,103EF882,,
211,590b650c,,
212,2f8b4ccb,,
213,8ed78985,,
214,4971f9c1,,
215,49d7d740,,
216,b7ed6f65,,
217,80afb4f3,,
218,25615528,,
219,e2dfdd69,,
220,0075f8d7,,
221,182dfca9,,
222,912c5a3d,,
223,2f753bb4,,
224,97991078,,
225,3b4b3a5f,,
226,da190cd4,,
227,b40b5355,,
228,9f97b4b6,,
229,c2a2e876,,
230,6fe545db,,
231,5ec99523,,
232,6c63360c,,
233,14bd85dc,,
234,71305f5c,,
235,9eb12eba,,
236,87afea97,,
237,e8ebf283,,
238,f3ea98d5,,
239,e78eaded,,
240,0915cb6f,,
241,05212dc9,,
242,46d61a35,,
243,55205080,,
244,54e2bdc1,,
245,e906e855,,
246,09207440,,
247,f2aac4d2,,
248,488e6d8d,,
249,2fed8120,,
250,f27af4bd,,
251,550d2568,,
252,29c82ff0,,
253,69bb79f8,,
254,9b3a2c5c,,
255,4f173713,,
256,badbc354,,
257,d9298d58,,
258,52baec4e,,
259,0dc0a4bf,,
260,1e36aacb,,
261,564e51a3,,
262,2c11c70b,,
263,66c716c2,,
264,7d4f557d,,
265,c87c39f4,,
266,db0ceba9,,
267,f07e128b,,
268,d847a765,,
269,0efec19e,,
270,ea9b8cee,,
271,3e7c6f3c,,
272,3e999548,,
273,7e349a4e,,
274,6d846ab5,,
275,d0314896,,
276,7300af72,,
277,b9739d1e,,
278,ae43bef7,,
279,2f2d1b0c,,
280,d6f8427f,,
281,e954ae94,,
282,9c4f716d,,
283,4d59b151,,
284,accba421,,
285,cc8df798,,
286,7c434449,,
287,b682d92b,,
288,e965a765,,
289,d4aa0ed3,,
290,cfffe175,,
291,1bc4a76e,,
292,4942ebf2,,
293,a907179e,,
294,396df9e6,,
295,910fae7d,,
296,857a5a60,,
297,d1a9878e,,
298,d7e64bbb,,
299,E4AA3C18,,
300,E38DB70A,,
301,2b8db692,,
302,2f9e8c7f,,
303,dc8a5519,,
304,52404227,,
305,470c0bee,,
306,28eeb5c3,,
307,c82ae31e,,
308,65910977,,
309,369e0c80,,
310,270f84aa,,
311,01d72f6a,,
312,330bdb6c,,
313,0fe86143,,
314,f3009cdc,,
315,497ddcb5,,
316,6c9000ef,,
317,30a61e5b,,
318,3c39f9b9,,
319,3F291515,,
320,bfba9373,,
321,c3febc9e,,
322,eb0da21c,,
323,a0dac779,,
324,e5aeff79,,
325,e6265e77,,
326,af2fc9c2,,
327,47C5A937,,
328,0285FDDF,,
329,DB2F9FFE,,
330,4EB39EA8,,
331,4D45F809,,
332,C73F6879,,
333,95A5FA25,,
334,57A47A81,,
335,592BC1BB,,
336,F827AA8C,,
337,AA58FA3E,,
338,E145D87F,,
339,376DD52D,,
340,15311E57,,
341,A90EB3F7,,
342,26F9BF86,,
343,EE5F8790,,
344,4EC063E2,,
345,1D2AB7D2,,
346,FA31AC9B,,
347,8B2A5B0B,,
348,CA71B178,,
349,473181A7,,
350,8192F868,,
351,D4136A31,,
352,4AE64138,,
353,99219621,,
354,0CCCF11D,,
355,573F2559,,
356,F99904A8,,
357,528E053C,,
358,D2CA0ADE,,
359,46835CE2,,
360,A97D876A,,
361,BDC7C35E,,
362,5419F74B,,
363,6DE4C2C4,,
364,F405475A,,
365,07B19B85,,
366,ABF28359,,
367,49B2A361,,
368,25A52BAA,,
369,B62772BA,,
370,F1E38D60,,
371,0A459BE8,,
372,D2F473F4,,
373,458F977B,,
374,755C4693,,
375,6EEF0E01,,
376,0D9559B0,,
377,8E4372BE,,
378,938976FB,,
379,C7BF0356,,
380,66FF9A6E,,
381,B1F73FC7,,
382,F3F992D2,,
383,cb28f651,,
384,91e4a568,,
385,c3079ce3,,
386,39db8eab,,
387,96946ff8,,
388,2b95ca13,,
389,200621df,,
390,d3da6f16,,
391,8dfe43ac,,
392,290a8bb2,,
393,3060d47f,,
394,682ab315,,
395,c1d047b5,,
396,5eff6d78,,
397,c360e990,,
398,39ab2684,,
399,d94f1dd5,,
400,5311f60f,,
401,7a12ddce,,
402,53c6100e,,
403,77e4e7b3,,
404,006cf530,,
405,89720b5b,,
406,8fa5886a,,
407,dfbe9f70,,
408,04ef7cdf,,
409,049801b6,,
410,17c821de,,
411,273810f2,,
412,450a6858,,
413,3467ceec,,
414,a19f9720,,
415,82831b80,,
416,3d473ea1,,
417,656594d9,,
418,e8ee8dc0,,
419,73bc7fb6,,
420,a5197a8b,,
421,a27d276d,,
422,33a679b4,,
423,b2419f7a,,
424,14b4beda,,
425,e93c2e87,,
426,dfc7df2a,,
427,f7bc255d,,
428,29FBDF7D,,
429,9E4D3873,,
430,1E46B522,,
431,6F3C101D,,
432,cce3e96e,,
433,48597193,,
434,a04eb9f5,,
435,9d079751,,
436,2ba28bc2,,
437,c958bf2d,,
438,ffa7e13e,,
439,47f27533,,
440,e5038a3e,,
441,bb749d31,,
442,2AA52DDF,,
443,A8A28E5B,,
444,94DDB53B,,
445,08AE47C1,,
446,A532D9CE,,
447,797DFE79,,
448,AE67F0A7,,
449,939166CE,,
450,856b7fe5,,
451,B29C89E1,,
452,aa4e2dd8,,
453,2ac5ab19,,
454,CC45F225,,
455,A9F5A541,,
456,62A765FE,,
457,FB9D31D4,,
458,B59C24F4,,
459,BC50439D,,
460,637AFB7A,,
461,D521C865,,
462,E536E7F6,,
463,94202120,,
464,B12AEE27,,
465,D00486C1,,
466,6E395B5D,,
467,AE832D8E,,
468,E8D91A02,,
469,0DB33EE7,,
470,B049A5A8,,
471,DFEAF807,,
472,005D0B63,,
473,2A001EAC,,
474,F7F3F097,,
475,AC68E09D,,
476,EAA75270,,
477,14253FE3,,
478,FE12791C,,
479,C23332C9,,
480,364D4762,,
481,7B0AC43C,,
482,93128005,,
483,AF15A60D,,
484,ACCD40B6,,
485,1EDE26CC,,
486,4957D156,,
487,21DE2F39,,
488,9A220956,,
489,A7EA95E0,,
490,EFEFC4C4,,
491,69FC80A0,,
492,E2D22525,,
493,913399D7,,
494,6A8FAEC2,,
495,66131B27,,
496,88047FCF,,
497,3F74793F,,
498,91B936FA,,
499,9DAC8A20,,
500,810C9823,,
501,2461740D,,
502,4F669BCD,,
503,5C5DEAAC,,
504,0B219162,,
505,5547F30C,,
506,00A9C64C,,
507,8193FBFB,,
508,3B8EE131,,
509,18A8340C,,
510,8D507E76,,
511,86663FDB,,
512,5E8224FF,,
513,BAF3885F,,
514,3850CC14,,
515,994052CD,,
516,97A0C6F7,,
517,E67CB496,,
518,1FD4BD73,,
519,72DCB378,,
520,FA87A9BF,,
521,B7C13C84,,
522,96E31A69,,
523,7E7ED612,,
524,B9EE44DF,,
525,D8BA1689,,
526,293A2F6A,,
527,1B0131DE,,
528,BC6BD21E,,
529,E703D8D9,,
530,128997AA,,
531,D7C7E174,,
532,A3C414EF,,
533,567A7D93,,
534,64A4FFA5,,
535,02A748A8,,
536,093B9AC2,,
537,BC6D7CCB,,
538,8D9E6599,,
539,E4E81CA8,,
540,5EE5DC2E,,
541,806D1CFE,,
542,EE259178,,
543,5A3E52F6,,
544,45FC82C6,,
545,F135B458,,
546,D51AFCBE,,
547,B8EDB990,,
548,3F0C49CF,,
549,2FE4B0F6,,
550,DB759C9A,,
551,66EECFED,,
552,5A8F60DB,,
553,1D3AC235,,
554,68B9AD1D,,
555,1CC1D9FD,,
556,EBF92326,,
557,E111130F,,
558,30EA1B30,,
559,B7010362,,
560,070EF07D,,
561,DCA30E64,,
562,9CA926F1,,
